Lat,Lon
38.8403,-91.2281
40.3958,-91.57
37.2761,-93.1119
38.4879,-90.7582
37.0933,-93.8264
37.0039,-94.5517
37.8353,-94.3248
38.9919,-93.5675
36.7589,-89.5397
38.9411,-91.9408
37.213,-93.3812
39.5737,-91.4034
39.1307,-94.4973
36.5184,-89.5976
39.1564,-94.476
37.0046,-94.553
38.7934,-90.4483
36.854,-89.5839
36.7589,-89.5389
39.3694,-94.3742
36.9221,-89.3144
37.0108,-94.545
38.9397,-92.7744
36.2277,-89.7261
39.0031,-93.7336
37.8748,-93.6215
37.982,-91.7212
36.88,-94.4291
38.0027,-90.2212
38.9351,-92.7769
40.4675,-93.9855
32.395,-88.58
33.4577,-90.6304
33.5183,-88.3769
30.4188,-89.1906
32.3224,-89.3425
30.4208,-89.1377
34.9287,-89.7931
32.2766,-90.1605
33.4849,-89.7704
30.8472,-89.498
31.8757,-89.7559
30.4383,-88.5292
33.5844,-88.6577
30.4436,-88.9342
32.2781,-90.1578
34.6204,-89.9534
34.3511,-89.9156
31.1903,-90.4858
32.4111,-88.5054
32.3466,-88.7281
34.4678,-89.0061
32.2781,-90.1967
32.6069,-90.0689
32.2731,-90.1918
34.3164,-88.7906
45.7739,-111.199
47.6825,-104.1789
47.1166,-104.7367
46.9485,-114.1298
45.8156,-108.4175
46.8746,-113.8879
45.7428,-107.6113
45.6449,-109.2479
46.3968,-105.821
46.0052,-112.6125
48.5127,-111.8729
45.9173,-111.5991
47.1893,-114.8855
46.757,-114.081
45.7653,-111.1867
45.8126,-108.4157
46.0085,-112.61
47.47,-111.3578
45.682,-108.7039
45.7493,-107.611
47.4706,-111.3609
46.9558,-114.1331
48.3698,-114.2392
35.8126,-80.8331
36.3274,-79.6403
35.2552,-80.9802
35.5911,-78.1344
35.5419,-82.7536
36.4868,-80.747
35.051,-80.6186
35.6714,-80.856
35.6581,-81.9625
35.27,-78.6149
36.0722,-79.3525
35.5741,-78.146
35.9255,-80.592
35.6088,-80.5158
36.0625,-79.5403
35.3184,-78.5758
35.2705,-80.8385
35.7207,-81.189
36.0612,-79.6617
36.071,-79.3516
35.6428,-82.0399
35.6121,-80.5205
35.5836,-78.1478
34.9942,-78.13
35.2985,-79.7273
35.6363,-81.3007
36.0676,-79.3142
35.3575,-78.5517
35.5727,-82.9559
36.0769,-79.2239
35.4985,-80.561
36.0661,-79.3092
36.5233,-77.5873
46.8508,-96.8622
47.8046,-103.6455
46.8608,-101.0101
46.9293,-104.0089
46.8336,-96.8441
47.888,-97.0934
46.8315,-96.8441
48.2239,-101.3502
48.3441,-103.6162
48.2447,-103.6184
40.8647,-98.0072
40.7998,-98.496
40.8189,-96.7822
41.1147,-101.7144
41.3125,-96.3244
40.6921,-99.3815
40.8307,-98.3814
40.7603,-98.5865
41.0522,-102.0706
40.8247,-97.5981
41.0911,-96.2545
41.1009,-100.7266
40.6743,-96.178
42.0118,-97.4283
41.1098,-102.9497
41.1029,-100.7234
43.0578,-70.8039
43.1217,-71.4807
40.6597,-75.0714
40.9275,-75.0886
39.8225,-75.2342
40.1244,-74.7144
40.6596,-75.0728
40.6369,-74.9684
39.6815,-75.4795
39.6846,-75.4857
40.8921,-74.6858
40.13,-74.7053
40.7195,-74.1254
41.3494,-74.6872
41.0917,-74.1554
35.4816,-108.4327
35.1108,-106.6264
35.015,-106.0678
35.6201,-105.2083
32.1205,-103.1884
35.5106,-108.8258
35.1825,-107.9
32.2963,-106.8101
35.505,-108.8344
32.4324,-103.0919
35.0635,-106.786
32.2728,-106.9083
35.1819,-107.9
32.2978,-106.8119
32.4428,-103.1621
34.9472,-104.6406
35.0104,-106.0467
35.1056,-106.6622
32.2363,-107.9925
35.079,-106.7464
32.3411,-108.6767
35.1588,-103.7043
32.6978,-103.1838
32.8422,-104.3957
34.6527,-106.7935
32.3884,-104.2155
35.1514,-103.7239
32.3539,-108.7489
32.3421,-108.6815
34.3953,-103.1529
34.9478,-104.6408
34.3942,-103.1444
36.4439,-103.1819
34.9468,-104.6512
36.0433,-115.1873
40.6989,-118.0508
39.6047,-119.2328
39.5469,-119.755
40.6496,-116.9454
36.7829,-114.1404
41.1007,-114.9564
39.6151,-119.2159
39.6143,-119.2663
36.2413,-115.0978
40.7197,-116.1058
41.0982,-114.9575
40.7401,-114.0666
39.2424,-114.8691
36.2808,-115.0239
39.5225,-119.7058
40.9606,-117.7477
35.6097,-115.3917
36.3812,-114.8923
40.9313,-117.8049
41.0984,-114.9587
43.0069,-78.4056
42.0978,-75.8175
42.9458,-74.3667
41.5208,-74.1135
42.5722,-77.7292
41.51,-74.2069
43.0008,-78.4069
42.1058,-75.8283
43.0867,-76.1658
42.9648,-76.8469
42.7818,-74.0286
42.3776,-77.3638
42.3627,-73.4294
42.4976,-73.6747
39.8347,-84.6292
39.9419,-82.5358
39.7337,-84.2091
39.6169,-83.6043
39.9553,-83.3764
39.4119,-84.1501
39.338,-82.951
40.7491,-81.4032
39.9025,-84.1926
41.7901,-80.8559
40.8323,-83.9673
40.2674,-82.924
41.1826,-80.5705
39.6461,-83.5377
39.9424,-82.5992
41.5351,-83.46
41.0303,-81.8894
40.9097,-81.4272
39.5568,-82.9573
40.8343,-83.2455
40.6528,-82.5459
41.1728,-80.5687
39.8932,-83.7224
40.2663,-84.1861
41.5353,-83.4675
39.9452,-82.5361
39.8317,-84.6308
41.1725,-83.6467
41.4153,-84.1057
39.8333,-84.8136
40.8561,-83.3002
41.1403,-80.7181
41.1399,-80.7194
40.9906,-81.9948
41.9141,-80.5707
41.5375,-83.4659
41.1727,-83.6537
41.1366,-83.6608
41.5256,-83.4628
40.3537,-80.6169
41.1236,-80.7775
41.8883,-80.6486
39.9738,-83.1001
40.9992,-81.9977
39.7375,-81.528
41.7855,-80.8532
41.1287,-80.7699
41.4651,-82.0607
39.9971,-81.5769
39.5579,-82.9571
39.5427,-84.2905
40.9598,-80.6603
41.5228,-83.4615
41.0292,-81.9075
40.2655,-82.924
41.7241,-83.5077
39.5229,-83.8458
39.9658,-81.9019
41.2761,-81.6259
39.9588,-83.3702
40.3703,-82.8308
40.8339,-83.9653
38.8755,-82.2971
39.6211,-83.6132
40.5582,-84.1656
40.0575,-81.0507
35.4969,-97.9037
35.4603,-97.6539
35.46,-97.6892
35.5944,-97.4314
35.3228,-99.6067
35.785,-95.4016
35.4208,-99.3633
36.651,-97.342
34.3649,-96.1407
35.3769,-97.4944
34.8371,-97.6086
36.6954,-97.3459
35.3956,-97.2668
34.2004,-97.1677
35.476,-95.5392
35.2659,-99.6409
35.4583,-97.6901
35.5961,-97.4366
36.1626,-95.8324
35.6358,-95.9627
35.465,-97.4767
36.3968,-97.8197
35.3833,-96.6714
35.5158,-98.8708
35.2269,-99.8706
35.1969,-97.4806
35.4864,-95.1487
34.7108,-98.3969
34.1856,-97.1658
36.8614,-101.205
36.1754,-94.5736
34.3897,-96.1258
35.46,-97.6714
35.4219,-96.2989
36.165,-95.3419
35.4039,-94.5217
35.3058,-95.5882
35.4625,-97.688
36.7296,-102.5007
35.3906,-97.2664
33.9108,-96.4603
36.7197,-95.6294
36.3998,-97.8196
35.2773,-97.6017
34.7074,-97.2428
34.1727,-98.4987
35.5263,-98.3508
35.4056,-97.9384
36.5063,-101.7747
35.8789,-97.3929
34.0038,-95.1017
43.1483,-123.3661
42.2806,-122.8114
45.5439,-122.3992
44.6988,-123.0551
45.2971,-118.0436
45.8268,-119.8001
45.22,-122.8175
45.766,-119.2062
45.0484,-122.9752
42.3777,-122.8991
43.5392,-123.2893
44.0261,-116.9525
45.6691,-120.8357
45.5439,-122.3992
44.1342,-123.0497
44.0456,-116.9755
45.2341,-122.8094
42.2567,-121.7983
43.2154,-121.7845
41.1755,-79.7395
41.2014,-79.9756
41.0122,-76.4908
41.0367,-80.1253
39.9819,-78.2778
40.2331,-77.1406
40.5335,-76.4303
40.3506,-76.7281
41.0308,-77.5222
40.5343,-76.4318
40.9558,-77.7708
41.3316,-75.7418
41.0286,-76.316
41.1726,-79.0954
40.2352,-77.1221
41.0279,-77.5231
41.8248,-75.6829
40.3514,-76.7168
40.2351,-77.122
40.5172,-76.1121
40.1705,-79.7319
40.3527,-76.7267
39.9974,-78.2373
40.4492,-76.5152
40.4061,-77.0092
40.4638,-76.3401
40.2263,-76.7202
41.1689,-79.0958
39.7824,-77.713
41.019,-76.796
40.23,-77.1458
41.0274,-76.0799
42.0697,-80.0383
40.1313,-80.0012
42.1383,-79.9242
41.1412,-78.7829
41.314,-75.7546
41.0339,-77.5157
40.9651,-80.1394
41.6087,-71.6637
34.9064,-82.1183
32.7054,-80.8745
33.7044,-80.2444
32.904,-79.9852
34.2682,-79.7337
33.9215,-81.2897
35.1657,-81.4509
35.1393,-82.1043
33.9534,-80.9876
35.1428,-81.5092
34.065,-81.0243
34.3397,-79.5329
34.856,-81.0057
34.9157,-82.1078
33.6042,-81.8409
32.2694,-81.0803
34.2331,-79.8018
34.193,-80.6869
33.93,-81.0782
34.2404,-81.4596
34.5082,-81.0012
33.1935,-80.6022
33.2691,-80.5672
34.9136,-80.9793
33.6328,-80.8783
34.1928,-80.2823
34.3448,-79.5346
34.9913,-80.9704
34.2355,-79.8066
33.4174,-80.6662
34.5091,-81.858
34.2671,-79.702
34.7106,-82.4973
33.0388,-80.1422
34.5047,-82.9607
35.157,-81.4779
34.2926,-81.5485
35.0783,-81.7039
33.4571,-80.7366
34.0745,-80.9969
33.9544,-80.9937
33.0809,-80.2104
34.4209,-79.4202
44.1035,-103.1504
43.8399,-103.2005
44.1199,-103.0513
44.1125,-103.2729
43.6036,-96.7673
43.6053,-96.7111
43.8858,-100.7053
30.8955,-102.8486
31.8453,-102.3406
28.4707,-98.5479
28.7098,-100.4637
34.4375,-100.2345
28.8952,-99.1158
30.5044,-99.7783
32.282,-101.4972
32.3737,-99.0076
29.4946,-95.9118
32.403,-99.3839
28.511,-99.848
31.3171,-94.6992
31.4483,-96.0788
30.0348,-97.687
31.981,-102.0334
32.1937,-96.8987
29.3907,-96.0758
29.7716,-95.1248
35.2361,-102.4286
29.6949,-96.9024
32.0506,-97.0834
31.9477,-102.1415
35.8795,-101.974
29.7143,-95.196
34.2921,-99.7565
32.5089,-95.6455
36.3315,-102.073
29.1971,-95.4568
33.2617,-94.1517
34.8099,-102.4084
28.0115,-97.5323
33.6953,-95.5552
29.9893,-94.2109
33.2624,-97.176
33.1019,-97.4704
32.802,-97.0308
33.2212,-97.7384
31.1907,-97.3121
29.6417,-95.2888
32.2873,-96.5436
27.2114,-98.1417
33.2632,-97.18
31.8257,-103.9088
31.8436,-103.1039
31.4016,-103.5204
31.4118,-94.7187
30.1086,-96.0476
26.1827,-98.0674
31.7849,-102.4775
29.7432,-96.3304
33.1168,-95.6359
30.571,-100.586
31.5895,-102.9182
31.8529,-103.0695
31.996,-102.1607
31.5764,-102.8912
25.9552,-97.4185
36.0133,-83.5331
35.3901,-89.4105
36.0406,-86.6533
35.8599,-86.8297
35.9603,-83.8234
36.3271,-82.8361
35.9993,-83.7776
35.904,-84.1411
36.1339,-85.5042
35.5931,-89.0549
35.7236,-86.3183
36.0264,-87.1717
36.09,-85.7243
35.8818,-84.236
35.8764,-84.2372
36.1718,-86.7717
35.9053,-84.145
35.0753,-89.9499
35.8725,-84.323
36.3754,-84.2451
35.1524,-84.9533
36.0704,-89.3944
36.4679,-86.6874
36.3767,-84.2497
35.233,-85.8245
36.1772,-85.9491
35.5449,-84.5651
35.8737,-84.2385
35.9924,-87.4882
36.1085,-83.339
36.0806,-87.0956
36.2061,-86.7756
35.0182,-89.8972
35.6793,-88.742
35.8928,-84.4394
35.9578,-84.0014
36.3206,-82.8318
35.8824,-87.8019
35.9978,-86.5948
36.0377,-83.4448
35.6828,-88.7771
36.1109,-84.0204
35.0193,-89.8983
35.3049,-86.8845
36.023,-87.3417
36.1786,-86.2994
36.1094,-83.3337
35.9862,-85.0123
36.1725,-86.8652
35.0768,-88.5451
35.2951,-84.8168
35.8079,-86.396
35.0364,-85.5829
35.6433,-86.8907
29.7975,-95.2708
29.7813,-95.8811
32.9025,-96.455
33.6416,-101.839
35.1928,-101.7558
31.8649,-102.3019
26.3006,-98.1456
29.1843,-98.8468
29.2795,-98.6693
33.4629,-94.2043
31.9578,-106.5869
35.1836,-101.7422
31.6592,-106.2406
31.4033,-103.4838
32.313,-102.5677
31.8268,-102.3578
28.985,-96.6503
32.4536,-100.4631
32.4508,-100.4433
32.6408,-96.8219
31.7289,-96.18
27.6858,-99.4656
32.5429,-95.7552
33.0438,-96.1774
33.1165,-95.6339
29.7048,-95.0935
32.7047,-100.8658
29.445,-98.3608
34.5289,-101.7977
26.385,-98.1422
32.7389,-97.7675
29.3089,-98.6158
32.9108,-96.45
30.0628,-95.9128
30.9052,-102.8851
29.22,-98.4151
31.6628,-106.2308
30.0367,-94.1536
28.3367,-98.0234
32.2663,-101.478
33.35,-97.1817
29.6903,-96.7771
35.1942,-101.7238
32.3061,-102.5418
33.2958,-96.5878
28.0458,-99.3508
32.6608,-96.7478
35.19,-102.01
35.2172,-101.3819
31.9843,-102.0428
35.1956,-101.7411
32.0096,-97.0931
32.4829,-97.0111
31.8734,-102.4258
28.4531,-99.2383
35.1931,-101.7583
30.1125,-93.8218
31.4558,-97.1719
32.642,-96.7809
32.9577,-97.3068
31.9967,-106.5868
37.7216,-113.059
41.2457,-112.0194
40.6947,-112.2617
41.509,-112.0547
38.932,-111.8535
40.6858,-112.2661
38.2926,-112.6532
39.2557,-112.1162
41.424,-112.0516
37.8586,-112.8275
40.8365,-111.9341
38.7888,-112.0818
41.9639,-112.7096
37.0607,-113.5822
40.1619,-111.6519
38.9956,-110.1485
39.6857,-111.8367
41.2313,-112.0073
40.7272,-111.916
40.1872,-111.6413
40.7699,-111.9392
36.9606,-81.065
37.1782,-81.1404
37.7938,-79.8832
38.9656,-78.44
37.7237,-77.4479
37.76,-77.4594
36.7112,-78.1084
36.6625,-76.9413
37.3887,-79.9005
36.9386,-80.9921
37.9325,-79.2314
36.6756,-78.9265
37.4998,-77.0892
36.6073,-77.5607
38.9669,-78.4379
37.185,-77.3178
37.9329,-77.473
36.9446,-80.9457
39.2905,-78.0876
36.9359,-80.9921
36.7486,-78.1012
37.8339,-79.3771
38.4808,-78.8174
36.7144,-76.6694
37.9358,-77.4711
37.9319,-79.2289
37.3113,-77.3911
38.02,-79.1428
36.7048,-77.5524
36.7709,-81.7792
36.9508,-80.8819
37.1562,-77.2745
36.6064,-77.5604
36.7565,-81.8568
36.5786,-80.7391
37.9401,-77.4681
37.5015,-77.0914
36.5827,-79.3551
47.4681,-121.7184
47.2418,-122.4127
47.5902,-117.5602
46.971,-120.5378
47.6208,-117.5067
47.6634,-117.3155
47.0079,-120.5862
48.8492,-122.5721
46.2624,-119.0825
