Location ID,Name,Address,City,State,Zip Code,Latitude,Longitude,Pricing Provider,Network ID,Trimble_POI_Name,Contains,Trimble_StreetAddress,Trimble_City,Trimble_MAPS_State,Trimble_Zipcode
IA264     ,TA_COUNCIL BLUFFS 066         ,"HWY 192, I-80 & I-29          ",COUNCIL BLUFFS ,IA,51501,41.2308,-95.8517,COMDATA   ,TA                                      , NOT FOUND, False,3052 South Exwy Street  (IA-192),Council Bluffs,IA,51501
IA287     ,PILOT 373                     ,11957 DOUGLAS AVENUE          ,DES MOINES     ,IA,50322,41.6302,-93.7808,COMDATA   ,Pilot                                   , @Pilot Travel Center #373, True,Douglas Avenue,Urbandale,IA,50323
IA290     ,BP 16th Street                ,1215 EAST 16TH ST             ,DUBUQUE        ,IA,52001,42.512,-90.6563,COMDATA   ,GAP STOPS                               , @Mf Enterprises #300, True,1237 16th St Exd,Dubuque,IA,52001
IA298     ,PILOT 329                     ,I-29 EXIT 1B                  ,COUNCIL BLUFFS ,IA,51501,41.2361,-95.8782,COMDATA   ,Pilot                                   , @Pilot Travel Center #329, True,2608 South 24th Street,Council Bluffs,IA,51501
IA302     ,TA_BROOKLYN IA 254            ,4128 V18 ROAD                 ,BROOKLYN       ,IA,52211,41.6982,-92.4458,COMDATA   ,TA                                      , @TA-Brooklyn #254, True,4128 V18 Road  (V Route 18),Brooklyn,IA,52211
IA360     ,PILOT 893                     ,7005 N CHESTNUT ST            ,AVOCA          ,IA,51521,41.5,-95.3342,COMDATA   ,Pilot                                   , @Pilot Dealer #893, True,7005 North Chestnut Street,Avoca,IA,51521
IA384     ,LOVES 476                     ,I-80 EXIT 292                 ,DAVENPORT      ,IA,52806,41.6044,-90.6238,COMDATA   ,Loves                                   , @Love's #476, True,West 83rd Street,Davenport,IA,52806
IA398     ,PILOT 238 Closed Construction ,2495 210TH AVE                ,PERCIVAL       ,IA,51648,40.6903,-95.7929,COMDATA   ,Pilot                                   , @Pilot Travel Center #238, True,IA-2,Percival,IA,51648
IA405     ,PILOT 043                     ,I-80 & COUNTY RD.             ,WALCOTT        ,IA,52773,41.6196,-90.7845,COMDATA   ,Pilot                                   , @Pilot Travel Center #43, True,21556 60th Avenue  (Route Y40),Walcott,IA,52773
IA432     ,LOVES 411                     ,11820 HICKMAN ROAD            ,DES MOINES     ,IA,50325,41.6144,-93.7767,COMDATA   ,Loves                                   , NOT FOUND, False,"I-35, I-80",Clive,IA,50325
IA438     ,PILOT 495                     ,4126 HWY 21                   ,BROOKLYN       ,IA,52211,41.6984,-92.359,COMDATA   ,Pilot                                   , @Pilot Travel Center #495, True,4126 220th Street  (IA-21),Brooklyn,IA,52211
IA440     ,PILOT 594                     ,2815 SINGING HILL BLVD        ,SIOUX CITY     ,IA,51111,42.4359,-96.3735,COMDATA   ,Pilot                                   , @Pilot Travel Center #594, True,"2845 Industrial Road  (Business US-75, IA-376)",Sioux City,IA,51106
IA441     ,LOVES 670                     ,HWY 18@MONROE ST              ,FLOYD          ,IA,50435,43.1226,-92.7348,COMDATA   ,Loves                                   , @Love's #670, True,101 Monroe Street  (US-218),Floyd,IA,50435
IA442     ,LOVES 684                     ,I-35 & HWY 175 EXIT 133       ,ELLSWORTH      ,IA,50075,42.3113,-93.5714,COMDATA   ,Loves                                   , @Love's #684, True,330th Street  (IA-175),Ellsworth,IA,50075
IA525     ,LOVES 702                     ,HWY20 & HWY 63 EXIT 227       ,WATERLOO       ,IA,50701,42.4629,-92.4035,COMDATA   ,Loves                                   , @Love's #702, True,4955 Greyhound Drive,Waterloo,IA,50701
IA550     ,PILOT 496                     ,2086 ATALISSA ROAD            ,ATALISSA       ,IA,52720,41.6442,-91.15,COMDATA   ,Pilot                                   , @Pilot Travel Center #496, True,2086 Atalissa Road,Atalissa,IA,52720
IA589     ,LOVES 361                     ,I-80 / E 44TH ST S            ,NEWTON         ,IA,50208,41.68,-92.9985,COMDATA   ,Loves                                   , @Love's #361, True,4401 South Avenue 22nd East,Newton,IA,50208
IA598     ,LOVES 479                     ,I-29 EXIT 143                 ,SIOUX CITY     ,IA,51111,42.4354,-96.3698,COMDATA   ,Loves                                   , NOT FOUND, False,Singing Hills Boulevard,Sioux City,IA,51106
IA763     ,PILOT 131                     ,2010 W CLAY ST                ,OSCEOLA        ,IA,50213,41.0406,-93.7948,COMDATA   ,Pilot                                   , @Pilot Travel Center #131, True,2010 Clay Street  (H Route 33),Osceola,IA,50213
IA899     ,KWIK STAR 212                 ,102 DAVID ST                  ,MAQUOKETA      ,IA,52060,42.0488,-90.6666,COMDATA   ,GAP STOPS                               , @Kwik Star #212, True,Nairn Drive,Maquoketa,IA,52060
ID002     ,TA_BOISE 167                  ,4115 BROADWAY                 ,BOISE          ,ID,83705,43.5658,-116.1956,COMDATA   ,TA                                      , NOT FOUND, False,"I-84, US-30",Boise,ID,83705
ID058     ,PILOT 350                     ,I-84 EXIT 95                  ,MOUNTAIN HOME  ,ID,83647,43.1426,-115.663,COMDATA   ,Pilot                                   , @Pilot Travel Center #350, True,1261 Sun Valley Highway  (US-20),Mountain Home,ID,83647
ID111     ,LOVES 334                     ,260 CENTENNIAL DR             ,HEYBURN        ,ID,83336,42.5688,-113.7367,COMDATA   ,Loves                                   , NOT FOUND, False,South Highway  (US-30),Heyburn,ID,83336
ID222     ,FLYING J 638                  ,3512 FRANKLIN ROAD            ,CALDWELL       ,ID,83605,43.6619,-116.6539,COMDATA   ,Pilot                                   , @Flying J #638, True,Aviation Way,Caldwell,ID,83605
ID224     ,FLYING J 640                  ,"5350 HWY 93, I-84 & EXIT 173  ",TWIN FALLS     ,ID,83338,42.6496,-114.4424,COMDATA   ,Pilot                                   , @Flying J #640, True,Crossroads Parkway,Jerome,ID,83338
ID225     ,FLYING J 641                  ,587 E. US HWY 30              ,MCCAMMON       ,ID,83250,42.6603,-112.2062,COMDATA   ,Pilot                                   , NOT FOUND, False,Oasis Rest Area,McCammon,ID,83250
ID330     ,LOVES 301                     ,I-90 EXIT 2                   ,POST FALLS     ,ID,83854,47.7112,-117.0041,COMDATA   ,Loves                                   , @Love's #301, True,4208 West Expo Parkway,Post Falls,ID,83854
ID331     ,LOVES 478                     ,I-15 EXIT 113                 ,IDAHO FALLS    ,ID,83402,43.4368,-112.12,COMDATA   ,Loves                                   , @Love's #478, True,West Overland Drive,Idaho Falls,ID,83402
ID460     ,FLYING J 1043                 ,6485 W OVERLAND DR            ,IDAHO FALLS    ,ID,83402,43.4399,-112.1157,COMDATA   ,Pilot                                   , @Flying J #1043, True,Andco Drive,Idaho Falls,ID,83402
ID487     ,FLYING J 777                  ,3353 FEDERAL WAY              ,BOISE          ,ID,83705,43.5716,-116.1895,COMDATA   ,Pilot                                   , @Flying J #777, True,3321 South Federal Way,Boise,ID,83705
ID639     ,FLYING J 639                  ,N 400 IDAHLINE RD             ,POST FALLS     ,ID,83854,47.7115,-116.9976,COMDATA   ,Pilot                                   , @Flying J #639, True,3700 West 5th Avenue,Post Falls,ID,83854
IL013     ,LOVES 249                     ,991 ANN RUTLEDGE RD.          ,WILLIAMSVILLE  ,IL,62693,39.9614,-89.5603,COMDATA   ,Loves                                   , NOT FOUND, False,4930 Dinius Road  (Route 11),Williamsville,IL,62693
IL017     ,TA_BLOOMINGTON 092            ,505 TRUCKERS LANE             ,BLOOMINGTON    ,IL,61701,40.4858,-89.03,COMDATA   ,TA                                      , NOT FOUND, False,"West Market Street  (US-150, IL-9)",Bloomington,IL,61705
IL045     ,TA_EFFINGHAM 035              ,I-57/70 SR 32/33 EXIT 160     ,EFFINGHAM      ,IL,62401,39.1347,-88.5619,COMDATA   ,TA                                      , NOT FOUND, False,"I-57, I-70",Effingham,IL,62401
IL066     ,TA_ELGIN 044                  ,19N 430 US HWY 20             ,HAMPSHIRE      ,IL,60140,42.1425,-88.5064,COMDATA   ,TA                                      , NOT FOUND, False,Jane Addams Memorial Tollway  (I-90),Hampshire,IL,60140
IL077     ,PILOT 1024                    ,40 EAST LARAWAY ROAD          ,JOLIET         ,IL,60433,41.4804,-88.0791,COMDATA   ,Pilot                                   , @Pilot Travel Center #1024, True,104 East Laraway Road  (Route 74),Joliet,IL,60433
IL149     ,LOVES 583                     ,I-64 & STATE ROUTE 161        ,NEW BADEN      ,IL,62265,38.534,-89.7322,COMDATA   ,Loves                                   , @Love's #583, True,Richter School Road,New Baden,IL,62265
IL153     ,PETRO_MONEE 367               ,5915 MONEE ROAD               ,MONEE          ,IL,60449,41.4267,-87.7564,COMDATA   ,TA                                      , NOT FOUND, False,25505 Cleveland Avenue South,Monee,IL,60449
IL165     ,LOVES 322                     ,13477 QUALITY DRIVE           ,ROSCOE         ,IL,61073,42.4568,-89.0092,COMDATA   ,Loves                                   , NOT FOUND, False,5506 East Rockton Road  (Route 9),Roscoe,IL,61073
IL173     ,PILOT 483                     ,3801 N DIVISION ST            ,MORRIS         ,IL,60450,41.387,-88.4229,COMDATA   ,Pilot                                   , NOT FOUND, False,Division Street  (IL-47),Morris,IL,60450
IL193     ,PILOT 313                     ,699 STATE RT. 203             ,EAST SAINT LOUI,IL,62201,38.6515,-90.1315,COMDATA   ,Pilot                                   , @Pilot Travel Center #313, True,IL-203,East Saint Louis,IL,62201
IL195     ,LOVES 578                     ,9191 STATE ROUTE 140          ,HAMEL          ,IL,62046,38.8905,-89.8345,COMDATA   ,Loves                                   , @Love's #578, True,State Street  (IL-140),Worden,IL,62097
IL204     ,PILOT 171                     ,503 N OAKWOOD ST              ,OAKWOOD        ,IL,61858,40.1238,-87.7795,COMDATA   ,Pilot                                   , @Pilot Travel Center #171, True,8283 1760 Road North,Oakwood,IL,61858
IL212     ,LOVES 685                     ,I-74 EXIT 51 SEC              ,KNOXVILLE      ,IL,61448,40.9189,-90.2927,COMDATA   ,Loves                                   , @Love's #685, True,1367 Henderson Road  (Route 9),Knoxville,IL,61448
IL213     ,LOVES 688                     ,I-70 & STATE ROUTE 130 EX 119 ,GREENUP        ,IL,62428,39.2529,-88.1531,COMDATA   ,Loves                                   , @Love's #688, True,North Haughton Highway  (IL-130),Greenup,IL,62428
IL226     ,FLYING J 642                  ,140 RACEHORSE DR.             ,ALORTON        ,IL,62207,38.5762,-90.098,COMDATA   ,Pilot                                   , @Flying J #642, True,6491 Pocket Road,East Saint Louis,IL,62207
IL230     ,FLYING J 643                  ,1701 W EVERGREEN/I-70 & I-55  ,EFFINGHAM      ,IL,62401,39.1334,-88.5663,COMDATA   ,Pilot                                   , @Flying J #643, True,"I-57, I-70",Effingham,IL,62401
IL233     ,FLYING J 644                  ,343 CIVIC ROAD                ,LA SALLE       ,IL,61301,41.3688,-89.0992,COMDATA   ,Pilot                                   , @Flying J #644, True,337 North 30th Road,La Salle,IL,61301
IL236     ,FLYING J 645                  ,1310 EAST CHAIN OF ROCKS ROAD ,PONTOON BEACH  ,IL,62040,38.7602,-90.0645,COMDATA   ,Pilot                                   , @Flying J #645, True,1308 Chain of Rocks Road,Edwardsville,IL,62025
IL238     ,FLYING J 646                  ,16049 WILLOWBROOK ROAD        ,SOUTH BELOIT   ,IL,61080,42.4942,-88.9988,COMDATA   ,Pilot                                   , @Flying J #646, True,16049 Willowbrook Road,South Beloit,IL,61080
IL255     ,PILOT 595                     ,2611 VERNELL ROAD             ,MARION         ,IL,62959,37.7403,-88.9642,COMDATA   ,Pilot                                   , @Pilot Travel Center #595, True,2611 Vernell Road,Marion,IL,62959
IL358     ,LOVES 606                     ,I-94 EXIT 73B                 ,SOUTH HOLLAND  ,IL,60473,41.6001,-87.5794,COMDATA   ,Loves                                   , @Love's #606, True,16201 Van Dam Road,South Holland,IL,60473
IL359     ,TA_MT VERNON 043              ,4510 BROADWAY                 ,MT VERNON      ,IL,62864,38.3361,-88.9553,COMDATA   ,TA                                      , NOT FOUND, False,I-57,Mount Vernon,IL,62864
IL388     ,TA_CHICAGO NORTH 030          ,I-94 & RUSSELL RD/11650 RUSSEL,RUSSELL        ,IL,60075,42.48,-87.9469,COMDATA   ,TA                                      , NOT FOUND, False,Tri-State Tollway  (I-94),Zion,IL,60099
IL398     ,PILOT 299                     ,1522 W MARKET                 ,BLOOMINGTON    ,IL,61701,40.4824,-89.0175,COMDATA   ,Pilot                                   , @Pilot Travel Center #299, True,341 Caroline Street,Bloomington,IL,61701
IL428     ,PILOT 1041                    ,170 W NORTH AVE               ,CAROL STREAM   ,IL,60188,41.9036,-88.1226,COMDATA   ,Pilot                                   , @Pilot Travel Center #1041, True,190 East North Avenue  (IL-64),Carol Stream,IL,60188
IL429     ,PETRO_EFFINGHAM 321           ,I-70/I-57 & W. FAYETTE RD.    ,EFFINGHAM      ,IL,62401,39.1206,-88.5731,COMDATA   ,TA                                      , NOT FOUND, False,1869 West Fayette Avenue,Effingham,IL,62401
IL439     ,LOVES 687                     ,I-72 EXIT 64                  ,SOUTH JACKSONVI,IL,62650,39.6895,-90.2298,COMDATA   ,Loves                                   , @Love's #687, True,"South Main Street  (US-67 Business, IL-267)",Jacksonville,IL,62650
IL456     ,LOVES 318                     ,I-57 & CR 42 EXIT 83          ,INA            ,IL,62846,38.1548,-88.9099,COMDATA   ,Loves                                   , @Love's #318, True,North Avenue  (Route 42),Ina,IL,62846
IL457     ,PILOT 1042                    ,7501 SOUTH HARLEM             ,BRIDGEVIEW     ,IL,60455,41.7541,-87.7991,COMDATA   ,Pilot                                   , @Pilot Travel Center #1042, True,7515 South Harlem Avenue  (IL-43),Bridgeview,IL,60455
IL462     ,PETRO _ROCHELLE 359           ,902 PETRO DR.                 ,ROCHELLE       ,IL,61068,41.9369,-89.0342,COMDATA   ,TA                                      , NOT FOUND, False,1240 South Dement Road,Rochelle,IL,61068
IL486     ,LOVES 750                     ,"I-74, EXIT 206                ",OAKWOOD        ,IL,61858,40.1305,-87.7775,COMDATA   ,Loves                                   , NOT FOUND, False,8475 Newtown Road  (Route 10),Oakwood,IL,61858
IL500     ,PILOT 1030                    ,12680 S KEDZIE AVE            ,ALSIP          ,IL,60803,41.6636,-87.7011,COMDATA   ,Pilot                                   , @Pilot Travel Center #1030, True,12594 South Kedzie Avenue,Alsip,IL,60803
IL506     ,LOVES 529                     ,"I-39, EXIT 54                 ",OGLESBY        ,IL,61348,41.2941,-89.0858,COMDATA   ,Loves                                   , @Love's #529, True,West Walnut Street  (Route 23),Oglesby,IL,61348
IL528     ,PETRO_WILMINGTON 402          ,24225 W LORENZO RD            ,WILMINGTON     ,IL,60481,41.3471,-88.1988,COMDATA   ,TA                                      , NOT FOUND, False,24218 Lorenzo Road,Wilmington,IL,60481
IL614     ,PILOT 476                     ,900 PLAZA AVE                 ,WOODHULL       ,IL,61490,41.1807,-90.337,COMDATA   ,Pilot                                   , @Pilot Travel Center #476, True,Plaza Avenue,Alpha,IL,61413
IL626     ,PILOT 249                     ,I-55 & 70 EXIT 18             ,TROY           ,IL,62294,38.7316,-89.908,COMDATA   ,Pilot                                   , @Pilot Travel Center #249, True,810 West Edwardsville Road  (IL-162),Troy,IL,62294
IL635     ,PILOT 468                     ,815 US HIGHWAY 24 W           ,GILMAN         ,IL,60938,40.7507,-88.0021,COMDATA   ,Pilot                                   , @Pilot Travel Center #468, True,US-24,Gilman,IL,60938
IL651     ,PILOT 236                     ,I-80 & RIDGE RD.              ,MINOOKA        ,IL,60408,41.4607,-88.273,COMDATA   ,Pilot                                   , @Pilot Travel Center #236, True,Ottawa Drive,Minooka,IL,60447
IL670     ,LOVES 384                     ,1900 SOUTH STATE ROUTE 127    ,GREENVILLE     ,IL,62246,38.874,-89.3884,COMDATA   ,Loves                                   , @Love's #384, True,1742 IL-127,Greenville,IL,62246
IL672     ,LOVES 351                     ,I-80 E 8TH RD EXIT 81         ,UTICA          ,IL,61373,41.3731,-89.0101,COMDATA   ,Loves                                   , NOT FOUND, False,3020 East 8th Road  (Route 43),Utica,IL,61373
IL682     ,LOVES 395                     ,3407 SOUTH STATE RD 45 52     ,KANKAKEE       ,IL,60901,41.0729,-87.8668,COMDATA   ,Loves                                   , @Love's #395, True,"3407 South Schuyler Avenue  (US-45, US-52)",Kankakee,IL,60901
IL718     ,PILOT 165                     ,I-57/70 EXIT 162              ,EFFINGHAM      ,IL,62401,39.1492,-88.5306,COMDATA   ,Pilot                                   , @Pilot Travel Center #165, True,14676 East 1600th Avenue  (Route 1600 North),Effingham,IL,62401
IL738     ,PILOT 039                     ,I-57 EXIT 335                 ,MONEE          ,IL,60449,41.4279,-87.7568,COMDATA   ,Pilot                                   , @Pilot Travel Center #39, True,1392 Hamilton Avenue,Monee,IL,60449
IL742     ,PILOT 514                     ,2903 WOODLAWN RD              ,LINCOLN        ,IL,62656,40.1566,-89.4127,COMDATA   ,Pilot                                   , @Thorntons #514, True,244 Heitmann Drive,Lincoln,IL,62656
IL745     ,LOVES 292                     ,12 W NORTHBROOK DR            ,DWIGHT         ,IL,60420,41.1129,-88.4124,COMDATA   ,Loves                                   , NOT FOUND, False,13 East Northbrook Drive,Dwight,IL,60420
IL767     ,PILOT 1114                    ,1050 BUSSE RD                 ,BENSENVILLE    ,IL,60106,41.9878,-87.9602,COMDATA   ,Pilot                                   , @Pilot Travel Center #1114, True,1050 Robert Kingery Highway North  (IL-83),Bensenville,IL,60106
IL802     ,PILOT 482                     ,4610 BROADWAY                 ,MT VERNON      ,IL,62864,38.3131,-88.9614,COMDATA   ,Pilot                                   , @Pilot Travel Center #482, True,205 North Davidson Avenue,Mount Vernon,IL,62864
IL827     ,LOVES 746                     ,I-72 & PERSHING RD EXIT 138   ,DECATUR        ,IL,62526,39.8927,-89.0026,COMDATA   ,Loves                                   , NOT FOUND, False,IL-121,Decatur,IL,62526
IL830     ,TA_TROY 199                   ,819 EDWARDSVILLE RD           ,TROY           ,IL,62294,38.7323,-89.9086,COMDATA   ,TA                                      , NOT FOUND, False,810 West Edwardsville Road  (IL-162),Troy,IL,62294
IL844     ,LOVES 754                     ,400 STEWARD RD                ,ROCHELLE       ,IL,61068,41.8982,-89.0417,COMDATA   ,Loves                                   , Del Monte, True,503 South Steward Road  (Route 17),Rochelle,IL,61068
IL846     ,LOVES 763                     ,I-90 US 20 EXIT 42            ,HAMPSHIRE      ,IL,60140,42.1457,-88.5149,COMDATA   ,Loves                                   , NOT FOUND, False,Jane Addams Memorial Tollway  (I-90),Hampshire,IL,60140
IL944     ,LOVES 367                     ,I-74/CHESTNUT ST EXIT 149     ,LE ROY         ,IL,61752,40.3403,-88.758,COMDATA   ,Loves                                   , NOT FOUND, False,485 South East Street,Le Roy,IL,61752
IL949     ,PILOT 473                     ,23841 S.E. EAMS               ,CHANNAHON      ,IL,60410,41.4575,-88.1919,COMDATA   ,Pilot                                   , @Pilot Travel Center #473, True,23841 West Eames Street  (US-6),Channahon,IL,60410
IL954     ,PILOT 368                     ,4030 E. BOYD RD               ,DECATUR        ,IL,62521,39.9074,-88.8947,COMDATA   ,Pilot                                   , @Pilot Travel Center #368, True,4068 East Boyd Road,Decatur,IL,62521
IL956     ,TA_MORRIS 236                 ,21 ROMINES DR                 ,MORRIS         ,IL,60450,41.3881,-88.4222,COMDATA   ,TA                                      , NOT FOUND, False,Division Street  (IL-47),Morris,IL,60450
IL959     ,FLYING J 889                  ,101 SOUTH 45TH STREET         ,MT VERNON      ,IL,62864,38.311,-88.9572,COMDATA   ,Pilot                                   , @Flying J US Dealer #889, True,North Wells Bypass  (Route 19),Mount Vernon,IL,62864
IN012     ,LOVES 592                     ,HYW 24 & RT 101               ,WOODBURN       ,IN,46797,41.1421,-84.8492,COMDATA   ,Loves                                   , NOT FOUND, False,6117 Fahlsing Road  (IN-101),Woodburn,IN,46797
IN055     ,LOVES 710                     ,1875 CAMPBELL CROSSING        ,TIPTON         ,IN,46072,40.2769,-86.1301,COMDATA   ,Loves                                   , NOT FOUND, False,6042 West 200 South  (IN-28),Tipton,IN,46072
IN097     ,LOVES 601                     ,6190 SOUTH STATE RD 109       ,KNIGHTSTOWN    ,IN,46148,39.9922,-85.5551,COMDATA   ,Loves                                   , NOT FOUND, False,4042 North Mechanicsburg Road,Middletown,IN,47356
IN109     ,TA_GARY 010                   ,2510 BURR ST.                 ,GARY           ,IN,46406,41.5731,-87.4033,COMDATA   ,TA                                      , @Pilot Travel Center #271, True,2539 Burr Street,Gary,IN,46406
IN115     ,LOVES 551                     ,3443 W. MAUMEE ST             ,ANGOLA         ,IN,46703,41.6346,-85.0505,COMDATA   ,Loves                                   , @Love's #551, True,3155 US-20,Angola,IN,46703
IN137     ,LOVES 664                     ,US HWY 41 & HARLEN RD         ,TERRE HAUTE    ,IN,47802,39.3479,-87.3897,COMDATA   ,Loves                                   , @Love's #664, True,"9827 US-41, US-150",Terre Haute,IN,47802
IN165     ,LOVES 729                     ,US 20/I-90                    ,ELKHART        ,IN,46528,41.6659,-85.8882,COMDATA   ,Loves                                   , NOT FOUND, False,57081 Route 17,Goshen,IN,46528
IN170     ,TA_SEYMOUR 065                ,2636 EAST TIPTON STREET       ,SEYMOUR        ,IN,47274,38.9581,-85.8431,COMDATA   ,TA                                      , NOT FOUND, False,East Tipton Street  (US-50),Seymour,IN,47274
IN222     ,FLYING J 647                  ,844 EAST 1250 SOUTH           ,HAUBSTADT      ,IN,47639,38.1749,-87.5526,COMDATA   ,Pilot                                   , @Flying J #647, True,Route 1250 South,Haubstadt,IN,47639
IN226     ,FLYING J 649                  ,1720 W THOMPSON RD            ,INDIANAPOLIS   ,IN,46217,39.6931,-86.1914,COMDATA   ,Pilot                                   , @Flying J #649, True,1726 West Thompson Road,Indianapolis,IN,46217
IN229     ,FLYING J 650                  ,1401 RIPLEY STREET            ,LAKE STATION   ,IN,46405,41.5864,-87.2382,COMDATA   ,Pilot                                   , @Flying J #650, True,1401 Ripley Street  (IN-51),Lake Station,IN,46405
IN231     ,PILOT 242                     ,1851 WEST 400 NORTH           ,SHELBYVILLE    ,IN,46176,39.5834,-85.8177,COMDATA   ,Pilot                                   , @Pilot Travel Center #242, True,1853 Fairland Road,Shelbyville,IN,46176
IN234     ,FLYING J 652                  ,520 SOUTH STATE ROAD #39 I-65 ,LEBANON        ,IN,46052,40.0323,-86.4735,COMDATA   ,Pilot                                   , @Flying J #652, True,255 West Cox Avenue,Lebanon,IN,46052
IN238     ,FLYING J 653                  ,3231 EAST 181ST STREET        ,LOWELL         ,IN,46356,41.2877,-87.2947,COMDATA   ,Pilot                                   , @Flying J #653, True,4073 East 181st Avenue  (IN-2),Hebron,IN,46341
IN239     ,FLYING J 655                  ,5300 SOUTH STATE RTE. 3       ,SPICELAND      ,IN,47385,39.8512,-85.4125,COMDATA   ,Pilot                                   , @Flying J #655, True,6417 South County Road 125 West,New Castle,IN,47362
IN241     ,FLYING J 656                  ,4982 NORTH 350 EAST           ,WHITELAND      ,IN,46184,39.5491,-86.0365,COMDATA   ,Pilot                                   , @Flying J #656, True,4914 North 350 East  (Route 350 East),Whiteland,IN,46184
IN250     ,TA_WHITESTOWN 173             ,I 65 & ST RD 334              ,WHITESTOWN     ,IN,46075,39.9492,-86.3589,COMDATA   ,TA                                      , NOT FOUND, False,"I-65, US-52",Whitestown,IN,46075
IN294     ,PILOT 881                     ,3037 GOSHEN RD                ,FT WAYNE       ,IN,46808,41.1185,-85.1842,COMDATA   ,Pilot                                   , @Pilot Dealer #881, True,3037 Goshen Road  (IN-930),Fort Wayne,IN,46808
IN306     ,LOVES 323                     ,NE CORNER & SR 18             ,MARION         ,IN,46952,40.5531,-85.5778,COMDATA   ,Loves                                   , NOT FOUND, False,101 South 500 East  (Route 500 East),Marion,IN,46953
IN338     ,FLYING J 1086                 ,6255 EAST NORTH 00 SOUTH      ,MARION         ,IN,46952,40.5537,-85.5553,COMDATA   ,Pilot                                   , @Flying J #1086, True,6255 North 00 South  (IN-18),Marion,IN,46952
IN347     ,PILOT 271                     ,"I-80/94, EXIT 6               ",GARY           ,IN,46406,41.5732,-87.4021,COMDATA   ,Pilot                                   , @Pilot Travel Center #271, True,5317 West 25th Avenue,Gary,IN,46406
IN348     ,TA_LAKE STATION 219           ,1201 NORTH RIPLEY STREET      ,LAKE STATION   ,IN,46405,41.5825,-87.24,COMDATA   ,TA                                      , NOT FOUND, False,"2093 Ripley Street  (US-6, IN-51)",Lake Station,IN,46405
IN349     ,TA_PORTER 220                 ,1600 WEST US HWY 20           ,PORTER         ,IN,46304,41.6125,-87.0985,COMDATA   ,TA                                      , @TA-Porter #220, True,US-20,Chesterton,IN,46304
IN378     ,PILOT 297                     ,5555 E MARGARET AVE           ,TERRE HAUTE    ,IN,47802,39.433,-87.3321,COMDATA   ,Pilot                                   , @Pilot Travel Center #297, True,IN-46,Terre Haute,IN,47803
IN431     ,PILOT 247                     ,4403 E ST RD 32               ,CRAWFORDSVILLE ,IN,47933,40.0461,-86.8205,COMDATA   ,Pilot                                   , @Pilot Travel Center #247, True,4407 IN-32,Crawfordsville,IN,47933
IN433     ,LOVES 414                     ,I-64 & US 41 EXIT 25B         ,HAUBSTADT      ,IN,47639,38.1667,-87.5506,COMDATA   ,Loves                                   , NOT FOUND, False,20998 US-41,Haubstadt,IN,47639
IN434     ,LOVES 417                     ,3150 GRANT STREET             ,GARY           ,IN,46408,41.5678,-87.3631,COMDATA   ,Loves                                   , NOT FOUND, False,"I-80, I-94, US-6",Gary,IN,46404
IN435     ,LOVES 451                     ,5115 NORTH 300 EAST           ,WHITELAND      ,IN,46184,39.5497,-86.0414,COMDATA   ,Loves                                   , NOT FOUND, False,I-65,Whiteland,IN,46184
IN442     ,PILOT 318                     ,I-465 EX. 4                   ,INDIANAPOLIS   ,IN,46217,39.6976,-86.1851,COMDATA   ,Pilot                                   , @Pilot Travel Center #318, True,"I-74, I-465, US-36",Indianapolis,IN,46217
IN445     ,PETRO_REMINGTON 382           ,4230 W US HIGHWAY 24          ,REMINGTON      ,IN,47977,40.7669,-87.1257,COMDATA   ,TA                                      , @Petro Fuel #382, True,"4264 US-24, US-231",Remington,IN,47977
IN449     ,LOVES 600                     ,I-69 EXIT 214 @ SR13          ,INGALLS        ,IN,46048,39.9923,-85.8436,COMDATA   ,Loves                                   , @Love's #600, True,7690 IN-13,Pendleton,IN,46064
IN455     ,PILOT 1117                    ,389 ROCHESTER CROSSING        ,ROCHESTER      ,IN,46975,42.6807,-83.1338,COMDATA   ,Pilot                                   , NOT FOUND, False,336 South Main Street  (MI-150),Rochester,MI,48307
IN460     ,LOVES 459                     ,4155 S INDIANAPOLIS RD        ,WHITESTOWN     ,IN,46075,39.9797,-86.3972,COMDATA   ,Loves                                   , NOT FOUND, False,4153 Indianapolis Road,Whitestown,IN,46075
IN461     ,PILOT 362                     ,I-69 EXIT 214                 ,PENDLETON      ,IN,46064,39.9959,-85.8445,COMDATA   ,Pilot                                   , @Pilot Travel Center #362, True,IN-13,Pendleton,IN,46064
IN466     ,PETRO_GARY 369                ,3001 GRANT ST                 ,GARY           ,IN,46408,41.5639,-87.3559,COMDATA   ,TA                                      , NOT FOUND, False,3047 Grant Street,Gary,IN,46408
IN471     ,LOVES 394                     ,11207 W. STATE RD 10          ,DEMOTTE        ,IN,46310,41.1434,-87.2617,COMDATA   ,Loves                                   , @Love's #394, True,IN-10,Demotte,IN,46310
IN473     ,PETRO_GASTON  380             ,14000 W STATE ROAD 28         ,GASTON         ,IN,47342,40.2766,-85.5522,COMDATA   ,TA                                      , NOT FOUND, False,"14001 US-35, IN-28",Gaston,IN,47342
IN474     ,FLYING J 304                  ,3105 DOYLE RD                 ,NEW HAVEN      ,IN,46774,41.0589,-84.9799,COMDATA   ,Pilot                                   , @Flying J #304, True,3157 South Doyle Road,New Haven,IN,46774
