Location ID,Name,Address,City,State,Zip Code,Latitude,Longitude,Pricing Provider,Network ID,Trimble_POI_Name,Contains,Trimble_StreetAddress,Trimble_City,Trimble_MAPS_State,Trimble_Zipcode
TX659     ,LOVES 214                     ,1300 HORIZON                  ,EL PASO        ,TX,79927,31.6628,-106.2308,COMDATA   ,Loves                                   , NOT FOUND, False,Horizon Boulevard  (FM Route 1281),El Paso,TX,79928
TX671     ,PETRO_BEAUMONT 304            ,"I-10 AT WALDEN RD., EXIT 848  ",BEAUMONT       ,TX,77705,30.0367,-94.1536,COMDATA   ,TA                                      , NOT FOUND, False,4679 Walden Road,Beaumont,TX,77705
TX692     ,FLYING J 554                  ,4066 HWY 59                   ,GEORGE WEST    ,TX,78022,28.3367,-98.0234,COMDATA   ,Pilot                                   , @Flying J #554, True,I-37 Service North,George West,TX,78022
TX694     ,PILOT 559                     ,706 E I-20                    ,BIG SPRING     ,TX,79720,32.2663,-101.478,COMDATA   ,Pilot                                   , NOT FOUND, False,I-20,Big Spring,TX,79720
TX701     ,LOVES 217                     ,8900 I-35                     ,DENTON         ,TX,76207,33.35,-97.1817,COMDATA   ,Loves                                   , NOT FOUND, False,1632 I-35 Service North,Sanger,TX,76266
TX705     ,LOVES 484                     ,"I-10, FM155, EXIT 682         ",WEIMAR         ,TX,78962,29.6903,-96.7771,COMDATA   ,Loves                                   , @Love's #484, True,900 South Eagle Street  (FM Route 155),Weimar,TX,78962
TX724     ,FLYING J 723                  ,9601 I-40 E EXIT 76           ,AMARILLO       ,TX,79118,35.1942,-101.7238,COMDATA   ,Pilot                                   , @Flying J #723, True,Airport Boulevard  (TX-468 Spur),Amarillo,TX,79118
TX725     ,LOVES 539                     ,1201 S MAIN ST                ,ANDREWS        ,TX,79714,32.3061,-102.5418,COMDATA   ,Loves                                   , @Love's #539, True,Southeast Mustang Drive  (Loop Route 1910),Andrews,TX,79714
TX734     ,LOVES 299                     ,US HWY 75 & FM 455            ,ANNA           ,TX,75409,33.2958,-96.5878,COMDATA   ,Loves                                   , NOT FOUND, False,8 Country Ridge Road,Melissa,TX,75454
TX737     ,LOVES 298                     ,40 E. STATE TX HWY 44         ,ENCINAL        ,TX,78019,28.0458,-99.3508,COMDATA   ,Loves                                   , NOT FOUND, False,North Grande Avenue,Cotulla,TX,78014
TX742     ,TA_DALLAS SOUTH 150           ,7751 BONNIE VIEW RD           ,DALLAS         ,TX,75241,32.6608,-96.7478,COMDATA   ,TA                                      , NOT FOUND, False,4504 Riverside Road,Dallas,TX,75241
TX790     ,LOVES 250                     ,14701 I-40 WEST               ,AMARILLO       ,TX,79012,35.19,-102.01,COMDATA   ,Loves                                   , NOT FOUND, False,I-40,Amarillo,TX,79124
TX818     ,LOVES 229                     ,I-40 @ STATE HWY 207          ,CONWAY         ,TX,79068,35.2172,-101.3819,COMDATA   ,Loves                                   , NOT FOUND, False,I-40,Panhandle,TX,79068
TX850     ,PILOT 8621                    ,3015 GARDEN CITY HWY          ,MIDLAND        ,TX,79701,31.9843,-102.0428,COMDATA   ,Pilot                                   , NOT FOUND, False,2148 South Fairgrounds Road,Midland,TX,79706
TX859     ,PILOT 436                     ,715 S. LAKESIDE DR.           ,AMARILLO       ,TX,79118,35.1956,-101.7411,COMDATA   ,Pilot                                   , @Pilot Travel Center #436, True,1185 South Lakeside Drive  (TX-335 Loop),Amarillo,TX,79118
TX871     ,LOVES 231                     ,I-35 STATE ROAD 22            ,HILLSBORO      ,TX,76645,32.0096,-97.0931,COMDATA   ,Loves                                   , @Love's #231, True,"1507 Corsicana Highway  (TX-22, TX-171)",Hillsboro,TX,76645
TX902     ,LOVES 216                     ,US HWY 67 & US HWY 287        ,MIDLOTHIAN     ,TX,76065,32.4829,-97.0111,COMDATA   ,Loves                                   , @Love's #216, True,US-67 Service South,Midlothian,TX,76065
TX906     ,PILOT 8624                    ,3479 W. 42ND STREET           ,ODESSA         ,TX,79764,31.8734,-102.4258,COMDATA   ,Pilot                                   , NOT FOUND, False,3836 West 42nd Street,Odessa,TX,79764
TX941     ,FLYING J 488                  ,921 N IH 35                   ,COTULLA        ,TX,78014,28.4531,-99.2383,COMDATA   ,Pilot                                   , @Flying J #488, True,I-35 Service South,Cotulla,TX,78014
TX947     ,LOVES 200                     ,6930 I-40 E                   ,AMARILLO       ,TX,79120,35.1931,-101.7583,COMDATA   ,Loves                                   , NOT FOUND, False,6883 I-40 Service West,Amarillo,TX,79104
TX990     ,PILOT 431                     ,2205 N HWY 62 @ I-10          ,ORANGE         ,TX,77630,30.1125,-93.8218,COMDATA   ,Pilot                                   , @Pilot Travel Center #431, True,"2451 TX-62, TX-73",Orange,TX,77630
TX991     ,PILOT 432                     ,8055 S INTERSTATE HWY 35      ,ROBINSON       ,TX,76706,31.4558,-97.1719,COMDATA   ,Pilot                                   , @Pilot Travel Center #432, True,I 35 N Service Road,Waco,TX,76706
TX993     ,PILOT 433                     ,8787 S. LANCASTER RD.         ,DALLAS         ,TX,75241,32.642,-96.7809,COMDATA   ,Pilot                                   , @Pilot Travel Center #433, True,Motor City Boulevard,Dallas,TX,75241
TX995     ,PILOT 434                     ,I-35 EXIT 65 @ SR 170         ,FORT WORTH     ,TX,76177,32.9577,-97.3068,COMDATA   ,Pilot                                   , @Pilot Travel Center #434, True,2508 Alliance Gateway Freeway  (TX-170),Fort Worth,TX,76177
TX996     ,PILOT 435                     ,2015 ANTONIO ST.              ,ANTHONY        ,TX,79821,31.9967,-106.5868,COMDATA   ,Pilot                                   , @Pilot Travel Center #435, True,1900 Antonio Street  (FM Route 1905),Anthony,TX,79821
UT155     ,LOVES 335                     ,2645 N CANYON RANCH DR        ,CEDAR CITY     ,UT,84720,37.7216,-113.059,COMDATA   ,Loves                                   , NOT FOUND, False,247 Nichols Canyon Road,Cedar City,UT,84721
UT164     ,PILOT 294                     ,1670 WEST 12TH STREET         ,OGDEN          ,UT,84404,41.2457,-112.0194,COMDATA   ,Pilot                                   , @Pilot Travel Center #294, True,1164 South 1700 West,Ogden,UT,84404
UT179     ,TA_TOOELE 060                 ,8836 NORTH HWY 40             ,TOOELE         ,UT,84074,40.6947,-112.2617,COMDATA   ,TA                                      , NOT FOUND, False,East I 80 Eb Fwy  (I-80),Tooele,UT,84074
UT213     ,LOVES 686                     ,I15 AND FOREST ST EXIT 363 NEC,BRIGHAM CITY   ,UT,84302,41.509,-112.0547,COMDATA   ,Loves                                   , @Love's #686, True,1609 West Forest Street  (Route 1082),Brigham City,UT,84302
UT220     ,LOVES 581                     ,I-70 & S STATE ST             ,SALINA         ,UT,84654,38.932,-111.8535,COMDATA   ,Loves                                   , @Love's #581, True,Water Tank Road,Salina,UT,84654
UT222     ,FLYING J 742                  ,1605 EAST SADDLEBACK BLVD.    ,LAKE POINT     ,UT,84074,40.6858,-112.2661,COMDATA   ,Pilot                                   , @Flying J #742, True,1685 Saddleback Boulevard,Tooele,UT,84074
UT224     ,FLYING J 509                  ,653 WEST 1400 NORTH           ,BEAVER         ,UT,84713,38.2926,-112.6532,COMDATA   ,Pilot                                   , @Flying J US Dealer #509, True,West 1400 North,Beaver,UT,84713
UT225     ,FLYING J 510                  ,810 NORTH 800 WEST            ,SCIPIO         ,UT,84656,39.2557,-112.1162,COMDATA   ,Pilot                                   , @Flying J US Dealer #510, True,Scipio Rest Area,Fillmore,UT,84631
UT227     ,FLYING J 748                  ,600 WEST 750 NORTH            ,WILLARD        ,UT,84340,41.424,-112.0516,COMDATA   ,Pilot                                   , @Flying J #748, True,600 West,Willard,UT,84340
UT251     ,TA_PAROWAN 186                ,NORTH PARAWAN EXIT            ,PAROWAN        ,UT,84761,37.8586,-112.8275,COMDATA   ,TA                                      , NOT FOUND, False,I-15,Parowan,UT,84761
UT333     ,FLYING J 772                  ,885 NORTH POINT CIRCLE        ,NORTH SALT LAKE,UT,84054,40.8365,-111.9341,COMDATA   ,Pilot                                   , @Flying J #772, True,933 West North Pointe Circle,North Salt Lake,UT,84054
UT334     ,FLYING J 773                  ,35 EAST FLYING J DRIVE        ,RICHFIELD      ,UT,84701,38.7888,-112.0818,COMDATA   ,Pilot                                   , @Flying J #773, True,East Flying J Drive,Richfield,UT,84701
UT335     ,FLYING J 774                  ,90 SOUTH STONE ROAD           ,SNOWVILLE      ,UT,84336,41.9639,-112.7096,COMDATA   ,Pilot                                   , @Flying J #774, True,South Stone Road  (Route 1064),Snowville,UT,84336
UT336     ,PILOT 775                     ,2841 SOUTH 60 EAST            ,SAINT GEORGE   ,UT,84790,37.0607,-113.5822,COMDATA   ,Pilot                                   , @Pilot Travel Center #775, True,2789 60 East Street,Saint George,UT,84790
UT502     ,LOVES 518                     ,358 S 2200 W                  ,SPRINGVILLE    ,UT,84663,40.1619,-111.6519,COMDATA   ,Loves                                   , @Love's #518, True,130 West 400 South  (UT-77),Springville,UT,84663
UT551     ,PILOT 892                     ,1085 EAST MAIN STREET         ,GREEN RIVER    ,UT,84525,38.9956,-110.1485,COMDATA   ,Pilot                                   , @Pilot Dealer #892, True,"1069 East Main Street  (UT-19, I-70 Business)",Green River,UT,84525
UT743     ,FLYING J 743                  ,1597 SOUTH MAIN               ,NEPHI          ,UT,84648,39.6857,-111.8367,COMDATA   ,Pilot                                   , @Flying J #743, True,"Main Street  (UT-28, UT-41)",Nephi,UT,84648
UT744     ,FLYING J 744                  ,1172 WEST 21ST STREET         ,OGDEN          ,UT,84401,41.2313,-112.0073,COMDATA   ,Pilot                                   , @Flying J #744, True,2045 South 1100 West,Ogden,UT,84401
UT746     ,FLYING J 746                  ,2025 S 900 W                  ,SALT LAKE CITY ,UT,84119,40.7272,-111.916,COMDATA   ,Pilot                                   , @Flying J #746, True,1991 South 900 West,Salt Lake City,UT,84104
UT747     ,FLYING J 747                  ,"I 15 & EXIT 261, 1460 N 1750 W",SPRINGVILLE    ,UT,84663,40.1872,-111.6413,COMDATA   ,Pilot                                   , @Flying J #747, True,Springville Rest Area,Springville,UT,84663
UT769     ,LOVES 436                     ,25 N. REDWOOD ROAD            ,SALT LAKE CITY ,UT,84116,40.7699,-111.9392,COMDATA   ,Loves                                   , NOT FOUND, False,16 North Redwood Road  (UT-68),Salt Lake City,UT,84116
VA005     ,TA_WYTHEVILLE 143             ,1025 PEPPERSFERRY RD          ,WYTHEVILLE     ,VA,24382,36.9606,-81.065,COMDATA   ,TA                                      , NOT FOUND, False,I-77,Wytheville,VA,24382
VA007     ,LOVES 715                     ,"I-77, EXIT 58                 ",BASTIAN        ,VA,24314,37.1782,-81.1404,COMDATA   ,Loves                                   , NOT FOUND, False,6164 North Scenic Highway  (US-52),Bastian,VA,24314
VA016     ,LOVES 707                     ,9104 WINTERBERRY AVE.         ,COVINGTON      ,VA,24426,37.7938,-79.8832,COMDATA   ,Loves                                   , NOT FOUND, False,9212 Winterberry Avenue  (F VA-F205),Covington,VA,24426
VA021     ,LOVES 305                     ,1015 MT. OLIVE ROAD           ,TOMS BROOK     ,VA,22660,38.9656,-78.44,COMDATA   ,Loves                                   , @Love's #305, True,1115 Mount Olive Road  (VA-651),Toms Brook,VA,22660
VA030     ,TA_RICHMOND 142               ,I-95 & LEWISTOWN RD SR 802    ,ASHLAND        ,VA,23005,37.7237,-77.4479,COMDATA   ,TA                                      , @TA-Richmond #142, True,10138 Lewistown Road  (VA-802),Ashland,VA,23005
VA049     ,TA_ASHLAND 001                ,100 N CARTER RD               ,ASHLAND        ,VA,23005,37.76,-77.4594,COMDATA   ,TA                                      , NOT FOUND, False,I-95,Ashland,VA,23005
VA083     ,PILOT 899                     ,1011 E ATLANTIC ST            ,SOUTH HILL     ,VA,23970,36.7112,-78.1084,COMDATA   ,Pilot                                   , @Pilot Dealer #899, True,Peebles Street,La Crosse,VA,23950
VA084     ,LOVES 560                     ,HWY 58 EXIT HWY 258           ,FRANKLIN       ,VA,23851,36.6625,-76.9413,COMDATA   ,Loves                                   , NOT FOUND, False,487 Beal Street,Franklin,VA,23851
VA091     ,PILOT 258                     ,2966 LEE HWY. S NORTH         ,TROUTVILLE     ,VA,24175,37.3887,-79.9005,COMDATA   ,Pilot                                   , @Pilot Travel Center #258, True,Villa Court,Troutville,VA,24175
VA098     ,PILOT 4619                    ,1318 E LEE HWY                ,WYTHEVILLE     ,VA,24382,36.9386,-80.9921,COMDATA   ,Pilot                                   , @Pilot Travel Center #4619, True,East Lee Highway,Wytheville,VA,24382
VA099     ,PILOT 4649                    ,713 OAKLAND CIR               ,RAPHINE        ,VA,24472,37.9325,-79.2314,COMDATA   ,Pilot                                   , @Pilot Travel Center #4649, True,713 Oakland Circle,Raphine,VA,24472
VA118     ,PILOT 4622                    ,2190 PHILPOTT HIGHWAY 58      ,SOUTH BOSTON   ,VA,24592,36.6756,-78.9265,COMDATA   ,Pilot                                   , @Pilot Travel Center #4622, True,"2170 Philpott Road  (US-58, US-360)",South Boston,VA,24592
VA156     ,PILOT 159                     ,6721 EMMAUS CHURCH RD.        ,PROVIDENCE FORG,VA,23140,37.4998,-77.0892,COMDATA   ,Pilot                                   , @Pilot Travel Center #159, True,Emmaus Church Road  (VA-106),Providence Forge,VA,23140
VA168     ,PILOT 4651                    ,781 MOORE'S FERRY RD          ,SKIPPERS       ,VA,23879,36.6073,-77.5607,COMDATA   ,Pilot                                   , @Pilot Travel Center #4651, True,739 Moores Ferry Road  (VA-629),Skippers,VA,23879
VA171     ,PILOT 4642                    ,1014 MT OLIVE ROAD            ,TOMS BROOK     ,VA,22660,38.9669,-78.4379,COMDATA   ,Pilot                                   , @Pilot Travel Center #4642, True,1014 Mount Olive Road  (VA-651),Toms Brook,VA,22660
VA174     ,PILOT 4656                    ,4610 COUNTY DRIVE             ,DISPUTANTA     ,VA,23842,37.185,-77.3178,COMDATA   ,Pilot                                   , @Pilot Travel Center #4656, True,Fountain Drive,Disputanta,VA,23842
VA222     ,FLYING J 749                  ,24279 ROGERS CLARK BLVD.      ,CARMEL CHURCH  ,VA,22546,37.9329,-77.473,COMDATA   ,Pilot                                   , @Flying J #749, True,24279 Rogers Clark Boulevard  (VA-207),Ruther Glen,VA,22546
VA223     ,FLYING J 750                  ,I-81/I-77 EXIT 80             ,FORT CHISWELL  ,VA,24360,36.9446,-80.9457,COMDATA   ,Pilot                                   , @Flying J #750, True,Fort Chiswell Road  (US-52),Max Meadows,VA,24360
VA236     ,FLYING J 752                  ,1530 REST CHURCH RD           ,WINCHESTER     ,VA,22624,39.2905,-78.0876,COMDATA   ,Pilot                                   , @Flying J #752, True,Zachary Ann Lane,Clear Brook,VA,22624
VA237     ,FLYING J 754                  ,3249 CHAPMAN ROAD             ,WYTHEVILLE     ,VA,24382,36.9359,-80.9921,COMDATA   ,Pilot                                   , @Flying J #754, True,3249 Chapman Road,Wytheville,VA,24382
VA243     ,LOVES 469                     ,"I 85, EXIT 15                 ",SOUTH HILL     ,VA,23970,36.7486,-78.1012,COMDATA   ,Loves                                   , NOT FOUND, False,1815 North Mecklenburg Avenue  (US-1),La Crosse,VA,23950
VA244     ,TA_LEXINGTON 202              ,2516 NORTH LEE HIGHWAY        ,LEXINGTON      ,VA,24450,37.8339,-79.3771,COMDATA   ,TA                                      , NOT FOUND, False,North Lee Highway  (US-11),Lexington,VA,24450
VA252     ,PILOT 491                     ,3634 NORTH VALLEY PIKE        ,HARRISONBURG   ,VA,22802,38.4808,-78.8174,COMDATA   ,Pilot                                   , @Pilot Travel Center #491, True,3633 North Valley Pike  (US-11),Harrisonburg,VA,22802
VA253     ,PILOT 1049                    ,2400 HOLLAND AVE              ,SUFFOLK        ,VA,23434,36.7144,-76.6694,COMDATA   ,Pilot                                   , NOT FOUND, False,Ace Drive,Suffolk,VA,23434
VA255     ,LOVES 435                     ,23845 ROGERS CLARK BOULEVARD  ,RUTHER GLEN    ,VA,22546,37.9358,-77.4711,COMDATA   ,Loves                                   , NOT FOUND, False,Rogers Clark Boulevard  (VA-207),Ruther Glen,VA,22546
VA262     ,PETRO_RAPHINE 396             ,2440 RAPHINE ROAD             ,RAPHINE        ,VA,24472,37.9319,-79.2289,COMDATA   ,TA                                      , NOT FOUND, False,Raphine Road  (VA-606),Raphine,VA,24472
VA460     ,PILOT 384                     ,2126 RUFFIN MILL RD           ,RICHMOND       ,VA,23834,37.3113,-77.3911,COMDATA   ,Pilot                                   , @Pilot Travel Center #384, True,2142 Ruffin Mill Road  (Route 746),Colonial Heights,VA,23834
VA495     ,PILOT 396                     ,3541 LEE JACKSON HWY          ,GREENVILLE     ,VA,24440,38.02,-79.1428,COMDATA   ,Pilot                                   , @Pilot Travel Center #396, True,Lee Jackson Highway  (US-11),Greenville,VA,24440
VA506     ,PILOT 898                     ,918 WEST ATLANTIC             ,EMPORIA        ,VA,23847,36.7048,-77.5524,COMDATA   ,Pilot                                   , @Pilot Dealer #898, True,Purdy Road  (VA-619),Emporia,VA,23847
VA508     ,PETRO_GLADE SPRING 372        ,I-81 EXIT 29                  ,GLADE SPRINGS  ,VA,24340,36.7709,-81.7792,COMDATA   ,TA                                      , @Petro Fuel #372, True,33527 Lee Highway  (US-11),Glade Spring,VA,24340
VA509     ,LOVES 239                     ,145 MAJOR GRAHAMS RD.         ,MAX MEADOWS    ,VA,24360,36.9508,-80.8819,COMDATA   ,Loves                                   , NOT FOUND, False,Major Grahams Road  (VA-619),Max Meadows,VA,24360
VA525     ,LOVES 717                     ,HWY 460 & PRINCE GEORGE RD    ,PRINCE GEORGE  ,VA,23842,37.1562,-77.2745,COMDATA   ,Loves                                   , @Love's #717, True,County Drive  (US-460),Disputanta,VA,23842
VA544     ,LOVES 317                     ,770 MOORES FERRY RD           ,SKIPPERS       ,VA,23879,36.6064,-77.5604,COMDATA   ,Loves                                   , NOT FOUND, False,749 Moores Ferry Road  (VA-629),Skippers,VA,23879
VA545     ,LOVES 613                     ,I-81 EXIT 24 @ GLENBROOK AVE  ,MEADOWVIEW     ,VA,24361,36.7565,-81.8568,COMDATA   ,Loves                                   , @Love's #613, True,13333 Glenbrook Avenue  (VA-80),Meadowview,VA,24361
VA600     ,LOVES 399                     ,227 OLD PIPER GAP RD          ,LAMBSBURG      ,VA,24351,36.5786,-80.7391,COMDATA   ,Loves                                   , NOT FOUND, False,218 Old Pipers Gap Road  (Route 620),Lambsburg,VA,24351
VA672     ,FLYING J 876                  ,23866 ROGERS CLARK BLVD       ,RUTHER GLEN    ,VA,22546,37.9401,-77.4681,COMDATA   ,Pilot                                   , @Flying J #876, True,23420 Cool Water Drive  (Old VA-652),Ruther Glen,VA,22546
VA718     ,LOVES 705                     ,"I-64 & ROUTE 106 SW CORNER, EX",TALLYSVILLE    ,VA,23140,37.5015,-77.0914,COMDATA   ,Loves                                   , @Love's #705, True,Jimmy Burrell Lane,Providence Forge,VA,23140
VA984     ,PILOT 256                     ,110 RIVER POINT DR.           ,DANVILLE       ,VA,24541,36.5827,-79.3551,COMDATA   ,Pilot                                   , @Pilot Travel Center #256, True,"1208 South Boston Road  (US-58, US-360)",Danville,VA,24540
WA015     ,TA_SEATTLE 176                ,46600 SE NORTH BEND WAY       ,NORTH BEND     ,WA,98045,47.4681,-121.7184,COMDATA   ,TA                                      , @TA-Seattle East #176, True,46484 Southeast North Bend Way,North Bend,WA,98045
WA028     ,PILOT EXPRESS 1173            ,1440 PUYALLUP AVE.            ,TACOMA         ,WA,98421,47.2418,-122.4127,COMDATA   ,Pilot                                   , NOT FOUND, False,1381 East 25th Street,Tacoma,WA,98421
WA119     ,PETRO_SPOKANE 339             ,10506 W. AERO RD.             ,SPOKANE        ,WA,99224,47.5902,-117.5602,COMDATA   ,TA                                      , @Petro Fuel #339, True,10298 Westbow Road,Cheney,WA,99004
WA127     ,FLYING J 965                  ,2300 CANYON RD                ,ELLENSBURG     ,WA,98926,46.971,-120.5378,COMDATA   ,Pilot                                   , @Flying J DLR - Broadway #965, True,2300 Canyon Road,Ellensburg,WA,98926
WA129     ,FLYING J 963                  ,3709 S GEIGER BLVD            ,SPOKANE        ,WA,99224,47.6208,-117.5067,COMDATA   ,Pilot                                   , @Flying J DLR - Broadway #963, True,3791 South Geiger Boulevard,Spokane,WA,99224
WA130     ,FLYING J 967                  ,6606 E BROADWAY               ,SPOKANE        ,WA,99212,47.6634,-117.3155,COMDATA   ,Pilot                                   , @Flying J DLR - Broadway #967, True,East Broadway Avenue,Spokane,WA,99212
WA202     ,LOVES 413                     ,1512 HIGHWAY 97               ,ELLENSBURG     ,WA,98926,47.0079,-120.5862,COMDATA   ,Loves                                   , @Love's #413, True,US-97,Ellensburg,WA,98926
WA239     ,PILOT 583                     ,1678 MAIN STREET #3           ,FERNDALE       ,WA,98248,48.8492,-122.5721,COMDATA   ,Pilot                                   , @Pilot Travel Center #583, True,1678 West Axton Road,Ferndale,WA,98248
WA251     ,FLYING J 970                  ,2216 E HILLSBORO RD           ,PASCO          ,WA,99301,46.2624,-119.0825,COMDATA   ,Pilot                                   , @Flying J DLR - Broadway #970, True,2216 East Hillsboro Street,Pasco,WA,99301
WA255     ,PILOT 1103                    ,2430 STATE ROUTE 530 NE       ,ARLINGTON      ,WA,98223,48.1876,-122.1957,COMDATA   ,Pilot                                   , NOT FOUND, False,Smokey Point Boulevard,Arlington,WA,98223
WA434     ,LOVES 681                     ,I-82 & GAP RD                 ,PROSSER        ,WA,99350,46.2191,-119.7935,COMDATA   ,Loves                                   , @Love's #681, True,3857 Wine Country Road  (Route 12),Prosser,WA,99350
WA508     ,LOVES 514                     ,1370 N HIGHWAY 261            ,RITZVILLE      ,WA,99169,47.1155,-118.3665,COMDATA   ,Loves                                   , NOT FOUND, False,"I-90, US-395",Ritzville,WA,99169
WA961     ,PILOT 151                     ,2430 93RD AVE SW              ,TUMWATER       ,WA,98512,46.9542,-122.9353,COMDATA   ,Pilot                                   , @Pilot Travel Center #151, True,I-5,Olympia,WA,98512
WA986     ,LOVES 454                     ,1276 RUSH ROAD                ,NAPAVINE       ,WA,98532,46.6032,-122.9082,COMDATA   ,Loves                                   , NOT FOUND, False,1280 Rush Road,Chehalis,WA,98532
WI043     ,TA_MADISON 050                ,5901 HWY 51                   ,DEFOREST       ,WI,53532,43.1756,-89.3247,COMDATA   ,TA                                      , NOT FOUND, False,6011 US-51,Deforest,WI,53532
WI084     ,LOVES 622                     ,I-94 EXIT 45 @ COUNTY HWY B   ,MENOMONIE      ,WI,54751,44.9065,-91.8557,COMDATA   ,Loves                                   , @Love's #622, True,6203 County Road B,Menomonie,WI,54751
WI102     ,TA_HUDSON 192                 ,713 HIGHWAY 12                ,HUDSON         ,WI,54016,44.9628,-92.6797,COMDATA   ,TA                                      , NOT FOUND, False,631 US-12,Hudson,WI,54016
WI156     ,LOVES 587                     ,191 W ROLLING MEADOWS DR      ,FOND DU LAC    ,WI,54937,43.7485,-88.4641,COMDATA   ,Loves                                   , @Love's #587, True,311 West Rolling Meadows Drive  (Route VVV),Fond du Lac,WI,54937
WI187     ,TA_JANESVILLE 071             ,3222 HWY 14 EAST              ,JANESVILLE     ,WI,53546,42.7156,-88.9836,COMDATA   ,TA                                      , NOT FOUND, False,"I-39, I-90",Janesville,WI,53545
WI203     ,LOVES 432                     ,9650 S 20TH STREET            ,OAK CREEK      ,WI,53154,42.8692,-87.9422,COMDATA   ,Loves                                   , @Love's #432, True,9678 South 20th Street,Oak Creek,WI,53154
WI222     ,FLYING J 756                  ,780 STATE HWY 54              ,BLACK RIVER FAL,WI,54615,44.2955,-90.8294,COMDATA   ,Pilot                                   , @Flying J #756, True,780 WI-54,Black River Falls,WI,54615
WI275     ,KWIK TRIP 416                 ,2618 MONROE ROAD              ,DE PERE        ,WI,54115,44.4539,-87.9954,COMDATA   ,GAP STOPS                               , @Kwik Trip #416, True,Development Lane,Green Bay,WI,54311
WI293     ,PILOT 289                     ,3001 MILWAUKEE ROAD           ,BELOIT         ,WI,53511,42.5272,-88.9801,COMDATA   ,Pilot                                   , @Pilot Travel Center #289, True,Freeman Parkway,Beloit,WI,53511
WI372     ,PILOT 324                     ,I-94 HWY K EXIT               ,FRANKSVILLE    ,WI,53126,42.7792,-87.9521,COMDATA   ,Pilot                                   , @Pilot Travel Center #324, True,13712 Northwestern Avenue  (Route K),Franksville,WI,53126
WI374     ,PETRO_RACINE 368              ,SW CORNER I-94 & HWY 20 WEST  ,STURTEVANT     ,WI,53177,42.7258,-87.9561,COMDATA   ,TA                                      , @Petro Fuel #368, True,820 West Frontage Road  (Frontage I-41),Sturtevant,WI,53177
WI387     ,KWIK TRIP 885                 ,301 ELDERBERRY RD.            ,ABBOTSFORD     ,WI,54405,44.9284,-90.3125,COMDATA   ,GAP STOPS                               , @Kwik Trip #885, True,1737 Elderberry Road,Colby,WI,54421
WI434     ,LOVES 640                     ,I-43 S BUSINESS DR EXIT 120   ,SHEBOYGAN      ,WI,53081,43.6773,-87.7586,COMDATA   ,Loves                                   , @Love's #640, True,I-43,Sheboygan,WI,53081
WI440     ,LOVES 637                     ,COUNTY HWY CS & I-90 EXIT 115 ,DEKORRA        ,WI,53955,43.3898,-89.47,COMDATA   ,Loves                                   , NOT FOUND, False,"9477 Route J, Route CS",Poynette,WI,53955
WI514     ,PILOT 164                     ,I-90/94 EXIT 69               ,MAUSTON        ,WI,53948,43.7975,-90.0509,COMDATA   ,Pilot                                   , @Pilot Travel Center #164, True,144 Commercial Street,Mauston,WI,53948
WI572     ,PILOT 040                     ,2031 W RYAN RD                ,OAK CREEK      ,WI,53154,42.8715,-87.9444,COMDATA   ,Pilot                                   , @Pilot Travel Center #40, True,2201 West Ryan Road  (WI-100),Oak Creek,WI,53154
WI587     ,FLYING J 470                  ,US 65 & I-94                  ,ROBERTS        ,WI,54023,44.963,-92.5611,COMDATA   ,Pilot                                   , @Flying J #470, True,1179 70th Avenue,Roberts,WI,54023
WI630     ,KWIK TRIP 204                 ,4701 RIB MOUNTAIN DR          ,WAUSAU         ,WI,54401,44.914,-89.6487,COMDATA   ,GAP STOPS                               , @Kwik Trip #204, True,4649 Rib Mountain Drive  (Route N),Wausau,WI,54401
WI737     ,PETRO_PORTAGE 403             ,I90/I94/I39 EXIT 108A(HWY 78S),PORTAGE        ,WI,53901,43.4876,-89.498,COMDATA   ,TA                                      , @Petro Fuel #403, True,Kinney Road,Portage,WI,53901
WI788     ,KWIK STAR 209                 ,1101 GERTRUDE ST              ,KAUKAUNA       ,WI,54130,44.2974,-88.2711,COMDATA   ,GAP STOPS                               , @Kwik Trip #209, True,147 Maloney Road,Kaukauna,WI,54130
WI956     ,LOVES 345                     ,220 OAKWOOD COURT             ,TOMAH          ,WI,54660,43.9587,-90.3813,COMDATA   ,Loves                                   , NOT FOUND, False,227 South Oakwood Street  (Route N),Tomah,WI,54660
WI964     ,KWIK TRIP 621                 ,102 EXPRESS WAY               ,BONDUEL        ,WI,54107,44.7353,-88.4361,COMDATA   ,GAP STOPS                               , NOT FOUND, False,534 Green Bay Street  (Route BE),Bonduel,WI,54107
WV050     ,TA_HURRICANE 149              ,I-64 AND RT 34 MM #39         ,HURRICANE      ,WV,25526,38.4547,-81.9351,COMDATA   ,TA                                      , @TA-Hurricane #149, True,WV-34,Hurricane,WV,25526
WV111     ,PILOT 243                     ,I-64 & SR 25 EXIT 45          ,NITRO          ,WV,25143,38.4439,-81.8306,COMDATA   ,Pilot                                   , @Pilot Travel Center #243, True,4304 1st Avenue  (WV-25),Nitro,WV,25143
WV266     ,PILOT 474                     ,270 SCOTT FORK-BONNIE ROAD    ,SUTTON         ,WV,26601,38.705,-80.6637,COMDATA   ,Pilot                                   , @Pilot Travel Center #474, True,Laurel Path Road,Sutton,WV,26601
